# 4pts measurement, sourcing 50 µA
# index	time	T_plat(K)	T_samp(K)	V(V)
304	349.097	6.964	6.983	1.981883e-05
305	350.244	6.964	6.983	2.01981e-05
306	351.392	6.982	7.007	2.048262e-05
307	352.572	6.982	7.007	2.141907e-05
308	353.719	6.995	7.021	2.086191e-05
309	354.866	6.995	7.021	2.18221e-05
310	356.011	7.015	7.035	2.145465e-05
311	357.155	7.015	7.035	2.205918e-05
312	358.299	7.041	7.057	2.34817e-05
313	359.446	7.041	7.057	2.28178e-05
314	360.602	7.068	7.086	2.395584e-05
315	361.743	7.068	7.086	2.433515e-05
316	362.895	7.09	7.114	2.377801e-05
317	364.04	7.09	7.114	2.752386e-05
318	365.189	7.103	7.13	2.493973e-05
319	366.335	7.103	7.13	2.649259e-05
320	367.482	7.117	7.139	2.791502e-05
321	368.63	7.117	7.139	2.738163e-05
322	369.777	7.139	7.155	3.001321e-05
323	370.921	7.139	7.155	2.850775e-05
324	372.066	7.167	7.183	3.093776e-05
325	373.212	7.167	7.183	3.264474e-05
326	374.362	7.172	7.213	3.196914e-05
327	375.511	7.172	7.213	3.580985e-05
328	376.652	7.203	7.231	3.321379e-05
329	377.793	7.203	7.231	3.705451e-05
330	378.934	7.212	7.237	3.877328e-05
331	380.078	7.212	7.237	3.776573e-05
332	381.222	7.231	7.248	4.401276e-05
333	382.366	7.231	7.248	3.952011e-05
334	383.512	7.259	7.273	4.470027e-05
335	384.657	7.259	7.273	4.937077e-05
336	385.802	7.286	7.305	4.586193e-05
337	386.947	7.286	7.305	5.609195e-05
338	388.085	7.304	7.33	4.919295e-05
339	389.225	7.304	7.33	5.775153e-05
340	390.37	7.314	7.34	6.361918e-05
341	391.524	7.314	7.34	5.932809e-05
342	392.666	7.331	7.35	7.299567e-05
343	393.813	7.331	7.35	6.489944e-05
344	394.954	7.358	7.372	7.390841e-05
345	396.098	7.358	7.372	8.595212e-05
346	397.244	7.388	7.403	7.792698e-05
347	398.39	7.388	7.403	9.814978e-05
348	399.55	7.408	7.433	8.882074e-05
349	400.694	7.408	7.433	9.97738e-05
350	401.839	7.417	7.445	0.0001192736
351	402.983	7.417	7.445	0.0001009118
352	404.13	7.452	7.481	0.000129622
353	405.275	7.452	7.481	0.0001185861
354	406.425	7.461	7.492	0.0001279743
355	407.584	7.461	7.492	0.0001559379
356	408.743	7.466	7.495	0.0001309852
357	409.898	7.466	7.495	0.0001623984
358	411.047	7.486	7.509	0.0001747858
359	412.201	7.486	7.509	0.0001679695
360	413.349	7.516	7.538	0.0002115213
361	414.502	7.516	7.538	0.0001744064
362	415.651	7.538	7.544	0.0002044682
363	416.798	7.538	7.544	0.0002281402
364	417.941	7.545	7.575	0.0001985765
365	419.082	7.545	7.575	0.0002522751
366	420.224	7.547	7.576	0.0002133112
367	421.367	7.547	7.576	0.0002477589
368	422.531	7.556	7.579	0.0002858454
369	423.695	7.556	7.579	0.0002466564
370	424.84	7.58	7.601	0.0003087001
371	425.988	7.58	7.601	0.0002879199
372	427.133	7.609	7.631	0.0003195347
373	428.278	7.609	7.631	0.000386948
374	429.432	7.635	7.663	0.0003297171
375	430.598	7.635	7.663	0.0003994185
376	431.75	7.643	7.673	0.0004125054
377	432.897	7.643	7.673	0.0004121496
378	434.047	7.658	7.683	0.0005032709
379	435.19	7.658	7.683	0.0004323486
380	436.335	7.682	7.702	0.0005170336
381	437.478	7.682	7.702	0.0005459804
382	438.647	7.715	7.736	0.0005308908
383	439.789	7.715	7.736	0.0006352648
384	440.936	7.744	7.77	0.0005649948
385	442.08	7.744	7.77	0.0006353952
386	443.224	7.753	7.755	0.0006930768
387	444.374	7.753	7.755	0.000651505
388	445.52	7.765	7.791	0.0007644728
389	446.671	7.765	7.791	0.0007085222
390	447.816	7.787	7.807	0.000774157
391	448.962	7.787	7.807	0.000867911
392	450.103	7.82	7.841	0.0008103237
393	451.246	7.82	7.841	0.0009316495
394	452.385	7.854	7.878	0.0008810685
395	453.536	7.854	7.878	0.000951173
396	454.682	7.875	7.904	0.001045826
397	455.83	7.875	7.904	0.0009707792
398	456.976	7.903	7.915	0.001094949
399	458.121	7.903	7.915	0.001052512
400	459.269	7.926	7.926	0.001101682
401	460.418	7.926	7.926	0.001198635
402	461.566	7.938	7.952	0.001110371
403	462.715	7.938	7.952	0.001231294
404	463.866	7.949	7.985	0.001214959
405	465.023	7.949	7.985	0.001231803
406	466.17	7.971	8.011	0.001343077
407	467.319	7.971	8.011	0.001249158
408	468.465	8.001	8.021	0.001357384
409	469.609	8.001	8.021	0.001375721
410	470.757	8.027	8.028	0.001359068
411	471.904	8.027	8.028	0.001471977
412	473.054	8.041	8.06	0.001386011
413	474.202	8.041	8.06	0.001478769
414	475.353	8.049	8.08	0.001521324
415	476.512	8.049	8.08	0.001478129
416	477.662	8.067	8.109	0.001586593
417	478.812	8.067	8.109	0.001529207
418	479.963	8.095	8.123	0.001588074
419	481.115	8.095	8.123	0.001658593
420	482.261	8.102	8.128	0.001592294
421	483.409	8.102	8.128	0.001687943
422	484.555	8.139	8.142	0.001655132
423	485.702	8.139	8.142	0.001690409
424	486.848	8.148	8.17	0.001764828
425	487.998	8.148	8.17	0.001698766
426	489.144	8.161	8.202	0.001782562
427	490.292	8.161	8.202	0.001773601
428	491.444	8.186	8.22	0.001785893
429	492.597	8.186	8.22	0.001854883
430	493.745	8.216	8.227	0.001786995
431	494.896	8.216	8.227	0.001853165
432	496.044	8.231	8.231	0.001870696
433	497.192	8.231	8.231	0.001857562
434	498.338	8.241	8.256	0.001930606
435	499.488	8.241	8.256	0.001881566
436	500.636	8.255	8.293	0.001934992
437	501.789	8.255	8.293	0.001966322
438	502.936	8.281	8.318	0.001938287
439	504.087	8.281	8.318	0.002000224
440	505.237	8.312	8.309	0.001967353
441	506.388	8.312	8.309	0.002001576
442	507.544	8.338	8.336	0.002041512
443	508.719	8.338	8.336	0.002001197
444	509.869	8.35	8.358	0.002053425
445	511.015	8.35	8.358	0.002053376
446	512.165	8.38	8.391	0.002054848
447	513.339	8.38	8.391	0.002098399
448	514.481	8.398	8.42	0.002064223
449	515.625	8.398	8.42	0.002102844
450	516.768	8.407	8.433	0.002118349
451	517.911	8.407	8.433	0.002107502
452	519.053	8.421	8.439	0.002150615
453	520.2	8.421	8.439	0.002119108
454	521.341	8.447	8.456	0.00215378
455	522.485	8.447	8.456	0.002168656
456	523.634	8.478	8.486	0.002157822
457	524.779	8.478	8.486	0.002195838
458	525.927	8.5	8.519	0.002169546
459	527.07	8.5	8.519	0.002198079
460	528.211	8.511	8.536	0.002216464
461	529.355	8.511	8.536	0.002200246
462	530.497	8.521	8.542	0.002236925
463	531.64	8.521	8.542	0.002212517
464	532.785	8.541	8.552	0.00224029
465	533.931	8.541	8.552	0.002258048
466	535.078	8.573	8.58	0.002242389
467	536.22	8.573	8.58	0.002276314
468	537.362	8.599	8.613	0.00225635
469	538.505	8.599	8.613	0.002279444
470	539.649	8.612	8.602	0.002296891
471	540.806	8.612	8.602	0.002280734
472	541.947	8.621	8.645	0.002312102
473	543.093	8.621	8.645	0.002296097
474	544.236	8.639	8.652	0.002313109
475	545.383	8.639	8.652	0.002332252
476	546.538	8.664	8.672	0.002313631
477	547.677	8.664	8.672	0.002344688
478	548.82	8.695	8.704	0.002333379
479	549.968	8.695	8.704	0.002347036
480	551.118	8.712	8.734	0.002367341
481	552.263	8.712	8.734	0.002347651
482	553.403	8.721	8.748	0.002375283
483	554.545	8.721	8.748	0.002367198
484	555.716	8.736	8.753	0.002375092
485	556.859	8.736	8.753	0.002396916
486	558.004	8.763	8.77	0.002376812
487	559.147	8.763	8.77	0.002401479
488	560.303	8.792	8.799	0.002401184
489	561.463	8.792	8.799	0.002399679
490	562.606	8.812	8.831	0.002422959
491	563.748	8.812	8.831	0.002404929
492	564.891	8.83	8.846	0.002425578
493	566.037	8.83	8.846	0.002430416
494	567.181	8.856	8.879	0.002425342
495	568.327	8.856	8.879	0.00244598
496	569.477	8.871	8.899	0.002431233
497	570.622	8.871	8.899	0.002447865
498	571.767	8.879	8.906	0.002455249
499	572.911	8.879	8.906	0.002446607
500	574.057	8.894	8.913	0.002463724
501	575.203	8.894	8.913	0.002450401
502	576.353	8.916	8.932	0.002464517
503	577.501	8.916	8.932	0.002471927
504	578.646	8.944	8.964	0.0024644
505	579.796	8.944	8.964	0.002481885
506	580.943	8.963	8.99	0.002472673
507	582.093	8.963	8.99	0.002483474
508	583.236	8.973	9.001	0.002492838
509	584.379	8.973	9.001	0.002484032
510	585.532	8.989	9.009	0.002498835
511	586.675	8.989	9.009	0.002493597
512	587.821	9.021	9.032	0.002499843
513	588.966	9.021	9.032	0.002510488
514	590.111	9.048	9.065	0.002501349
515	591.262	9.048	9.065	0.002514602
516	592.407	9.07	9.095	0.002511532
517	593.555	9.07	9.095	0.002515432
518	594.701	9.082	9.11	0.002525129
519	595.845	9.082	9.11	0.0025167
520	596.994	9.094	9.117	0.002527144
521	598.136	9.094	9.117	0.002526858
522	599.285	9.117	9.133	0.002528126
523	600.448	9.117	9.133	0.002536234
524	601.594	9.147	9.163	0.002529418
525	602.74	9.147	9.163	0.002537895
526	603.884	9.175	9.198	0.002539602
527	605.026	9.175	9.198	0.002538286
528	606.172	9.187	9.214	0.00254522
529	607.317	9.187	9.214	0.002539282
530	608.469	9.196	9.221	0.002545303
531	609.616	9.196	9.221	0.0025479
532	610.76	9.216	9.232	0.002545824
533	611.906	9.216	9.232	0.002551195
534	613.048	9.244	9.259	0.002547864
535	614.193	9.244	9.259	0.002551941
536	615.335	9.272	9.292	0.002553945
537	616.48	9.272	9.292	0.002552037
538	617.643	9.286	9.292	0.002556861
539	618.793	9.286	9.292	0.00255436
540	619.937	9.31	9.306	0.002557395
541	621.079	9.31	9.306	0.002559019
542	622.223	9.333	9.331	0.002556682
543	623.365	9.333	9.331	0.00256076
544	624.511	9.343	9.363	0.002558604
545	625.658	9.343	9.363	0.002561117
546	626.803	9.354	9.386	0.002562504
547	627.951	9.354	9.386	0.002560429
548	629.096	9.377	9.413	0.002563582
549	630.242	9.377	9.413	0.002562799
550	631.389	9.406	9.402	0.002563462
551	632.542	9.406	9.402	0.002564825
552	633.688	9.432	9.432	0.00256382
553	634.834	9.432	9.432	0.002565158
554	635.981	9.438	9.445	0.002565739
555	637.124	9.438	9.445	0.002565835
556	638.268	9.444	9.47	0.002567007
557	639.418	9.444	9.47	0.002565396
558	640.564	9.463	9.472	0.002567243
559	641.713	9.463	9.472	0.002567102
560	642.858	9.492	9.517	0.002567126
561	644.003	9.492	9.517	0.002568263
562	645.15	9.522	9.525	0.002567541
563	646.299	9.522	9.525	0.002568798
564	647.45	9.54	9.541	0.00256926
565	648.595	9.54	9.541	0.002568429
566	649.74	9.551	9.57	0.002569885
567	650.887	9.551	9.57	0.002568678
568	652.033	9.567	9.581	0.002569852
569	653.181	9.567	9.581	0.002569875
570	654.323	9.595	9.626	0.002569793
571	655.471	9.595	9.626	0.00257086
572	656.635	9.627	9.636	0.002570444
573	657.781	9.627	9.636	0.002570694
574	658.926	9.65	9.648	0.002570824
575	660.068	9.65	9.648	0.002570398
576	661.213	9.661	9.674	0.002571381
577	662.408	9.661	9.674	0.002570786
578	663.564	9.673	9.707	0.002571002
579	664.708	9.673	9.707	0.002571748
580	665.854	9.697	9.7	0.002571843
581	666.997	9.697	9.7	0.002571393
582	668.141	9.726	9.743	0.002571749
583	669.29	9.726	9.743	0.002572091
584	670.436	9.75	9.747	0.002571997
585	671.584	9.75	9.747	0.002571867
586	672.73	9.761	9.764	0.002572803
587	673.871	9.761	9.764	0.002572707
